Subject: fp4
Blockt: 10

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	1	171	0	529	3	2	2	0	1	1	2044
2	2	77	0	623	2	1	1	0	1	1	627
3	2	586	0	114	4	2	2	0	1	1	973
4	1	240	1	460	1	1	1	0	1	1	747
5	2	486	2	214	2	1	1	0	1	1	752
6	0	544	0	156	3	2	2	0	1	1	1030
7	1	103	0	597	3	2	2	0	1	1	817
8	2	557	0	143	2	1	1	0	1	1	704
9	0	318	0	382	3	2	2	0	1	1	908
10	0	597	0	103	1	1	1	0	1	1	939
11	0	610	2	90	3	2	2	0	1	1	1372
12	0	267	1	433	2	1	1	0	1	1	590
13	0	436	0	264	4	2	2	0	1	1	801
14	0	241	0	459	1	1	1	0	1	1	741
15	0	645	0	55	2	1	1	0	1	1	661
16	2	292	0	408	2	1	1	0	1	1	682
17	0	221	1	479	1	1	1	0	1	1	410
18	0	488	0	212	1	1	1	0	1	1	901
19	0	190	0	510	2	1	1	0	1	1	732
20	0	430	2	270	4	2	2	0	1	1	828
21	0	83	1	617	4	2	2	0	1	1	721
22	0	124	0	576	4	2	2	0	1	1	767
23	1	280	0	420	1	1	1	0	1	1	1657
24	2	273	0	427	4	2	2	0	1	1	1142
25	1	584	0	116	1	1	1	0	1	1	876
26	0	326	0	374	1	1	1	0	1	1	696
27	0	576	2	124	1	1	1	0	1	1	503
28	1	65	1	635	3	2	2	0	1	1	833
29	1	370	0	330	3	2	2	0	1	1	1161
30	2	150	0	550	4	2	2	0	1	1	788
31	2	517	0	183	2	1	1	0	1	1	980
32	0	600	0	100	4	2	2	0	1	1	1384
33	1	306	0	394	3	2	2	0	1	1	1252
34	0	267	0	433	4	2	2	0	1	1	1245
35	0	340	1	360	3	2	2	0	1	1	830
36	1	554	2	146	3	2	2	0	2	0	724
37	2	419	0	281	4	2	1	0	3	0	565
38	0	507	2	193	2	1	1	0	1	1	765
39	0	72	0	628	3	2	2	0	1	1	1743
40	0	618	0	82	3	2	1	0	2	0	1315
41	1	525	0	175	3	2	1	0	2	0	1172
42	0	647	0	53	4	2	1	0	2	0	1410
43	0	300	0	400	2	1	1	0	1	1	1225
44	2	277	0	423	2	1	1	0	1	1	812
45	1	379	2	321	1	1	1	0	1	1	1497
46	1	277	0	423	1	1	1	0	1	1	492
47	0	497	0	203	2	1	1	0	1	1	609
48	2	309	1	391	2	1	1	0	1	1	584
49	0	566	0	134	2	1	1	0	1	1	851
50	0	323	0	377	4	2	2	0	1	1	2002
51	2	449	2	251	4	2	1	0	2	0	1186
52	0	100	0	600	2	1	1	0	1	1	917
53	2	56	0	644	4	2	2	0	1	1	990
54	1	179	0	521	1	1	1	0	1	1	768
55	2	85	1	615	4	2	2	0	1	1	856
56	2	380	0	320	2	1	1	0	1	1	975
57	0	461	0	239	3	2	2	0	1	1	1075
58	0	217	0	483	1	1	1	0	1	1	697
59	0	630	0	70	1	1	1	0	1	1	711
60	0	294	0	406	3	2	2	0	1	1	1014
61	2	406	0	294	4	2	2	0	1	1	1980
62	1	486	0	214	1	1	1	0	1	1	801
63	1	443	0	257	3	2	2	0	1	1	1943
64	1	357	0	343	1	1	1	0	1	1	836

nb trial with correct rep:58
nb trial with no rep:0
nb trial with incorrect rep:0
dont nb trial with multip rep:6
dont nb trial with FA:0
Average RT:969
