Subject: fp2
Blockt: 6

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	2	57	0	643	4	2	2	0	1	1	498
2	2	313	0	387	2	1	1	0	1	1	566
3	1	216	1	484	1	1	1	0	1	1	1345
4	2	127	0	573	4	2	2	0	1	1	493
5	1	290	1	410	3	2	2	0	1	1	404
6	2	633	0	67	2	1	1	0	1	1	517
7	0	180	1	520	2	1	1	0	1	1	771
8	0	131	0	569	4	2	2	0	1	1	372
9	0	602	0	98	4	2	2	0	1	1	414
10	0	421	2	279	3	2	2	0	1	1	494
11	0	575	0	125	3	2	2	0	1	1	445
12	0	102	0	598	1	1	1	0	1	1	514
13	0	267	0	433	2	1	1	0	1	1	692
14	1	100	0	600	1	1	1	0	1	1	1109
15	0	618	0	82	4	2	2	0	1	1	443
16	0	229	0	471	4	2	2	0	1	1	452
17	0	236	0	464	1	1	1	0	1	1	489
18	0	419	0	281	1	1	1	0	1	1	624
19	1	455	0	245	1	1	1	0	1	1	601
20	1	194	0	506	1	1	1	0	1	1	636
21	0	409	0	291	2	1	1	0	1	1	636
22	2	141	0	559	4	2	2	0	1	1	404
23	0	508	2	192	4	2	2	0	1	1	686
24	0	366	0	334	4	2	2	0	1	1	555
25	2	379	2	321	4	2	2	0	1	1	524
26	0	82	0	618	1	1	1	0	1	1	525
27	2	117	1	583	2	1	1	0	1	1	624
28	0	176	1	524	3	2	2	0	1	1	472
29	2	490	0	210	2	1	1	0	1	1	839
30	2	614	0	86	4	2	2	0	1	1	550
31	0	371	0	329	1	1	1	0	1	1	506
32	0	415	2	285	2	1	1	0	1	1	532
33	1	573	2	127	3	2	2	0	1	1	879
34	0	114	0	586	2	1	1	0	1	1	842
35	1	116	0	584	3	2	2	0	1	1	614
36	2	408	0	292	4	2	2	0	1	1	687
37	2	233	1	467	4	2	2	0	1	1	542
38	2	435	0	265	2	1	1	0	1	1	596
39	1	131	0	569	1	1	1	0	1	1	984
40	0	357	0	343	2	1	1	0	1	1	655
41	2	342	0	358	2	1	1	0	1	1	591
42	0	419	0	281	1	1	1	0	1	1	693
43	0	552	0	148	2	1	1	0	1	1	601
44	2	436	0	264	4	2	2	0	1	1	453
45	0	257	1	443	4	2	2	0	1	1	488
46	2	603	2	97	2	1	1	0	1	1	822
47	1	612	0	88	3	2	2	0	1	1	602
48	0	247	0	453	2	1	1	0	1	1	529
49	1	585	0	115	3	2	2	0	1	1	517
50	0	185	1	515	1	1	1	0	1	1	650
51	1	161	0	539	3	2	2	0	1	1	514
52	0	234	0	466	3	2	2	0	1	1	610
53	1	69	0	631	3	2	2	0	1	1	536
54	1	370	2	330	1	1	1	0	1	1	583
55	1	384	0	316	3	2	2	0	1	1	649
56	0	178	0	522	3	2	2	0	1	1	1339
57	1	613	0	87	1	1	1	0	1	1	549
58	0	648	2	52	1	1	1	0	1	1	699
59	2	307	0	393	2	1	1	0	1	1	695
60	0	573	0	127	3	2	2	0	1	1	560
61	0	62	0	638	4	2	2	0	1	1	649
62	0	326	0	374	3	2	2	0	1	1	535
63	0	444	0	256	3	2	2	0	1	1	485
64	1	635	0	65	1	1	1	0	1	1	557

nb trial with correct rep:64
nb trial with no rep:0
nb trial with incorrect rep:0
dont nb trial with multip rep:0
dont nb trial with FA:0
Average RT:616
